Rank,Name,Frequency,Year
41,Jayden,189,2019
42,Logan,189,2019
43,Louis,187,2019
44,Arlo,186,2019
45,Muhammad,184,2019
46,Finn,180,2019
47,Jackson,179,2019
48,Archer,176,2019
49,Edward,172,2019
50,Jasper,170,2019
51,Arthur,166,2019
52,Austin,165,2019
53,Michael,165,2019
54,Kai,164,2019
55,Joseph,158,2019
56,Riley,156,2019
57,Ashton,155,2019
58,Connor,154,2019
59,Eli,154,2019
60,Aiden,151,2019
61,Jaxon,147,2019
62,Carter,145,2019
63,Lincoln,145,2019
64,Gabriel,142,2019
65,Jordan,136,2019
66,Nicholas,133,2019
67,Zachary,133,2019
68,Flynn,131,2019
69,Matthew,131,2019
70,Leon,130,2019
71,Christian,128,2019
72,Patrick,127,2019
73,Angus,124,2019
74,Beau,123,2019
75,Owen,122,2019
76,Ali,119,2019
77,Asher,114,2019
78,Bodhi,111,2019
79,Luke,111,2019
80,Dylan,110,2019
81,Felix,110,2019
82,Charles,108,2019
83,Jude,108,2019
84,Marcus,108,2019
85,Luka,105,2019
86,Aaron,103,2019
87,Elias,103,2019
88,Tyler,102,2019
89,Sonny,101,2019
90,Dominic,100,2019
91,Leonardo,99,2019
92,Reuben,97,2019
93,Toby,97,2019
94,Ezra,96,2019
95,Hamish,96,2019
96,Nathaniel,96,2019
97,John,95,2019
98,Spencer,95,2019
99,Isaiah,94,2019
100,Theo,94,2019
1,Oliver,616,2018
2,William,567,2018
3,Noah,539,2018
4,Jack,517,2018
5,Henry,405,2018
6,Thomas,404,2018
7,Lucas,394,2018
8,Liam,383,2018
9,Leo,375,2018
10,Alexander,370,2018
11,James,368,2018
12,Ethan,345,2018
13,Elijah,323,2018
14,Mason,306,2018
15,Harry,305,2018
16,Hunter,296,2018
17,Isaac,290,2018
18,Jacob,288,2018
19,Harrison,287,2018
20,Levi,279,2018
21,Oscar,278,2018
22,Charlie,277,2018
23,Theodore,271,2018
24,Lachlan,260,2018
25,Hudson,255,2018
26,Archie,248,2018
27,Max,247,2018
28,Benjamin,246,2018
29,Cooper,242,2018
30,Samuel,241,2018
31,Ryan,235,2018
32,Archer,234,2018
33,George,234,2018
34,Joshua,234,2018
35,Xavier,223,2018
36,Logan,222,2018
37,Sebastian,219,2018
38,Hugo,217,2018
39,Daniel,215,2018
40,Finn,201,2018
41,Luca,201,2018
42,Harvey,200,2018
43,Jackson,195,2018
44,Muhammad,192,2018
45,Jaxon,184,2018
46,Adam,182,2018
47,Joseph,180,2018
48,Kai,176,2018
49,Aiden,171,2018
50,Edward,171,2018
51,Ashton,170,2018
52,Lincoln,169,2018
53,Eli,164,2018
54,Jayden,160,2018
55,Austin,157,2018
56,Louis,157,2018
57,Zachary,156,2018
58,Jordan,155,2018
59,Arlo,154,2018
60,Carter,150,2018
61,Riley,148,2018
62,Michael,147,2018
63,Charles,143,2018
64,Ali,139,2018
65,Nicholas,139,2018
66,Jasper,137,2018
67,Dylan,136,2018
68,Patrick,136,2018
69,Gabriel,135,2018
70,Matthew,133,2018
71,Owen,132,2018
72,Connor,131,2018
73,Arthur,125,2018
74,Darcy,125,2018
75,Luke,123,2018
76,Beau,122,2018
77,Flynn,121,2018
78,Spencer,114,2018
79,Toby,113,2018
80,Tyler,113,2018
81,Angus,111,2018
82,Phoenix,111,2018
83,Christian,109,2018
84,Nathan,109,2018
85,Sonny,109,2018
86,Anthony,107,2018
87,Leon,106,2018
88,Marcus,106,2018
89,Nate,105,2018
90,Asher,104,2018
91,Jude,102,2018
92,Jake,101,2018
93,Bodhi,94,2018
94,Caleb,94,2018
95,Hamish,92,2018
96,Nathaniel,92,2018
97,David,91,2018
98,Leonardo,91,2018
99,Maxwell,91,2018
100,Vincent,90,2018
1,Oliver,672,2017
2,William,558,2017
3,Noah,541,2017
4,Jack,474,2017
5,James,403,2017
6,Henry,399,2017
7,Thomas,393,2017
8,Lucas,381,2017
9,Ethan,364,2017
10,Alexander,354,2017
11,Liam,342,2017
12,Lachlan,341,2017
13,Harrison,333,2017
14,Leo,328,2017
15,Isaac,326,2017
16,Hunter,301,2017
17,Samuel,299,2017
18,Jacob,289,2017
19,Mason,281,2017
20,Charlie,278,2017
21,Elijah,276,2017
22,Harry,275,2017
23,Levi,270,2017
24,Xavier,259,2017
25,Oscar,257,2017
26,Joshua,253,2017
27,Harvey,250,2017
28,Archie,247,2017
29,George,246,2017
30,Ryan,245,2017
31,Cooper,244,2017
32,Max,242,2017
33,Sebastian,242,2017
34,Benjamin,241,2017
35,Hudson,229,2017
36,Logan,225,2017
37,Theodore,213,2017
38,Jayden,206,2017
39,Finn,199,2017
40,Archer,198,2017
41,Hugo,196,2017
42,Daniel,195,2017
43,Adam,189,2017
44,Jackson,189,2017
45,Riley,182,2017
46,Jaxon,181,2017
47,Joseph,180,2017
48,Arlo,177,2017
49,Edward,174,2017
50,Lincoln,171,2017
51,Aiden,169,2017
52,Eli,168,2017
53,Kai,168,2017
54,Luca,167,2017
55,Ashton,166,2017
56,Matthew,164,2017
57,Michael,161,2017
58,Connor,160,2017
59,Tyler,160,2017
60,Zachary,158,2017
61,Gabriel,157,2017
62,Muhammad,156,2017
63,Flynn,153,2017
64,Ali,147,2017
65,Patrick,147,2017
66,Austin,145,2017
67,Dylan,145,2017
68,Christian,137,2017
69,Jasper,137,2017
70,Nicholas,134,2017
71,Louis,133,2017
72,Toby,129,2017
73,Hamish,125,2017
74,Jordan,125,2017
75,Beau,123,2017
76,Carter,121,2017
77,Charles,118,2017
78,Darcy,114,2017
79,Owen,113,2017
80,Isaiah,112,2017
81,Jake,111,2017
82,Aaron,108,2017
83,John,108,2017
84,Marcus,107,2017
85,Luke,106,2017
86,Angus,103,2017
87,Felix,102,2017
88,Arthur,101,2017
89,Anthony,99,2017
90,Bodhi,98,2017
91,Caleb,98,2017
92,Nathaniel,98,2017
93,Jude,97,2017
94,Vincent,97,2017
95,Dominic,96,2017
96,Leon,95,2017
97,Nate,95,2017
98,Harley,93,2017
99,Nixon,93,2017
100,Phoenix,91,2017
1,Oliver,691,2016
2,William,591,2016
3,Noah,537,2016
4,Jack,527,2016
5,Lucas,473,2016
6,James,455,2016
7,Ethan,435,2016
8,Thomas,424,2016
9,Alexander,386,2016
10,Leo,371,2016
11,Lachlan,370,2016
12,Isaac,364,2016
13,Liam,361,2016
14,Jacob,358,2016
15,Samuel,350,2016
16,Harrison,346,2016
17,Benjamin,345,2016
18,Henry,331,2016
19,Joshua,317,2016
20,Max,313,2016
21,Mason,308,2016
22,Hunter,306,2016
23,Cooper,299,2016
24,Levi,296,2016
25,Charlie,286,2016
26,Ryan,282,2016
27,Harry,276,2016
28,Hudson,272,2016
29,Daniel,271,2016
30,Oscar,260,2016
31,Jayden,259,2016
32,Elijah,255,2016
33,Xavier,252,2016
34,Archie,249,2016
35,Riley,234,2016
36,Sebastian,222,2016
37,George,207,2016
38,Jackson,206,2016
39,Aiden,199,2016
40,Zachary,199,2016
41,Logan,198,2016
42,Joseph,194,2016
43,Adam,191,2016
44,Finn,191,2016
45,Archer,186,2016
46,Theodore,186,2016
47,Ashton,182,2016
48,Luca,180,2016
49,Patrick,180,2016
50,Hugo,178,2016
51,Kai,176,2016
52,Lincoln,174,2016
53,Matthew,174,2016
54,Connor,172,2016
55,Harvey,172,2016
56,Edward,171,2016
57,Muhammad,171,2016
58,Flynn,170,2016
59,Arlo,166,2016
60,Louis,164,2016
61,Austin,162,2016
62,Nicholas,160,2016
63,Michael,159,2016
64,Nate,156,2016
65,Beau,155,2016
66,Jaxon,155,2016
67,Tyler,155,2016
68,Christian,153,2016
69,Eli,153,2016
70,Dylan,152,2016
71,Felix,152,2016
72,Jordan,148,2016
73,Owen,147,2016
74,Ali,144,2016
75,Luke,144,2016
76,Gabriel,141,2016
77,Angus,138,2016
78,Charles,138,2016
79,Dominic,134,2016
80,Jasper,130,2016
81,Aaron,126,2016
82,Carter,126,2016
83,Anthony,116,2016
84,Chase,116,2016
85,Blake,115,2016
86,Marcus,112,2016
87,Caleb,111,2016
88,Toby,109,2016
89,Andrew,108,2016
90,Nathaniel,105,2016
91,Jake,104,2016
92,Nathan,104,2016
93,Sonny,104,2016
94,Leon,103,2016
95,John,101,2016
96,Hayden,97,2016
97,Jonathan,97,2016
98,Spencer,97,2016
99,Hamish,96,2016
100,Darcy,95,2016
1,Oliver,718,2015
2,William,633,2015
3,Jack,582,2015
4,Noah,522,2015
5,James,451,2015
6,Lucas,444,2015
7,Thomas,443,2015
8,Isaac,409,2015
9,Ethan,390,2015
10,Jacob,382,2015
11,Alexander,378,2015
12,Lachlan,361,2015
13,Samuel,361,2015
14,Harrison,354,2015
15,Joshua,346,2015
16,Liam,345,2015
17,Henry,344,2015
18,Cooper,343,2015
19,Benjamin,335,2015
20,Mason,334,2015
21,Charlie,328,2015
22,Ryan,317,2015
23,Max,313,2015
24,Levi,288,2015
25,Leo,282,2015
26,Oscar,276,2015
27,Harry,271,2015
28,Daniel,256,2015
29,Xavier,254,2015
30,Logan,249,2015
31,Jackson,247,2015
32,Sebastian,243,2015
33,Archie,242,2015
34,Hunter,241,2015
35,Elijah,238,2015
36,Hudson,234,2015
37,Jayden,233,2015
38,George,228,2015
39,Joseph,212,2015
40,Riley,208,2015
41,Adam,201,2015
42,Edward,197,2015
43,Aiden,196,2015
44,Michael,196,2015
45,Hugo,189,2015
46,Ashton,187,2015
47,Tyler,187,2015
48,Nate,185,2015
49,Flynn,184,2015
50,Zachary,184,2015
51,Archer,183,2015
52,Matthew,177,2015
53,Jaxon,173,2015
54,Christian,171,2015
55,Nicholas,171,2015
56,Luca,170,2015
57,Lincoln,169,2015
58,Eli,167,2015
59,Theodore,166,2015
60,Jake,165,2015
61,Harvey,164,2015
62,Beau,163,2015
63,Patrick,163,2015
64,Finn,159,2015
65,Austin,157,2015
66,Dylan,150,2015
67,Luke,146,2015
68,Connor,142,2015
69,Gabriel,139,2015
70,Jordan,138,2015
71,Muhammad,138,2015
72,Charles,137,2015
73,Kai,136,2015
74,Braxton,130,2015
75,Dominic,130,2015
76,Chase,127,2015
77,Louis,127,2015
78,Blake,126,2015
79,Ali,125,2015
80,John,120,2015
81,Nathan,120,2015
82,Felix,117,2015
83,Carter,116,2015
84,Anthony,115,2015
85,Angus,110,2015
86,Caleb,110,2015
87,Andrew,108,2015
88,Marcus,108,2015
89,Nathaniel,108,2015
90,Toby,107,2015
91,Harley,105,2015
92,Hayden,105,2015
93,Ryder,105,2015
94,Arlo,104,2015
95,Jasper,104,2015
96,Owen,103,2015
97,Jonathan,102,2015
98,Hamish,99,2015
99,Maxwell,95,2015
100,David,94,2015
1,Oliver,667,2014
2,William,633,2014
3,Noah,559,2014
4,Jack,549,2014
5,James,484,2014
6,Lucas,483,2014
7,Thomas,471,2014
8,Alexander,456,2014
9,Ethan,428,2014
10,Liam,415,2014
11,Cooper,393,2014
12,Jacob,392,2014
13,Max,391,2014
14,Isaac,380,2014
15,Harrison,375,2014
16,Lachlan,375,2014
17,Joshua,370,2014
18,Samuel,359,2014
19,Mason,329,2014
20,Benjamin,326,2014
21,Charlie,319,2014
22,Ryan,317,2014
23,Henry,316,2014
24,Jayden,294,2014
25,Daniel,292,2014
26,Hunter,287,2014
27,Oscar,286,2014
28,Leo,284,2014
29,Harry,281,2014
30,Xavier,273,2014
31,Elijah,253,2014
32,Archie,250,2014
33,Sebastian,248,2014
34,Levi,246,2014
35,Jackson,245,2014
36,George,243,2014
37,Logan,241,2014
38,Aiden,233,2014
39,Riley,209,2014
40,Tyler,206,2014
41,Flynn,205,2014
42,Matthew,205,2014
43,Nicholas,204,2014
44,Adam,201,2014
45,Hudson,201,2014
46,Zachary,201,2014
47,Michael,200,2014
48,Hugo,199,2014
49,Joseph,199,2014
50,Edward,198,2014
51,Nate,191,2014
52,Patrick,190,2014
53,Dylan,187,2014
54,Jaxon,186,2014
55,Jake,179,2014
56,Luke,177,2014
57,Ashton,174,2014
58,Beau,173,2014
59,Kai,172,2014
60,Luca,170,2014
61,Archer,169,2014
62,Jordan,165,2014
63,Eli,164,2014
64,Ali,156,2014
65,Marcus,155,2014
66,Connor,153,2014
67,Austin,150,2014
68,Lincoln,149,2014
69,Gabriel,148,2014
70,Finn,147,2014
71,Christian,146,2014
72,Braxton,144,2014
73,Nathan,140,2014
74,Chase,138,2014
75,Jasper,138,2014
76,Louis,136,2014
77,Blake,135,2014
78,Angus,131,2014
79,Dominic,131,2014
80,Muhammad,130,2014
81,Caleb,122,2014
82,Toby,121,2014
83,Hayden,119,2014
84,Charles,118,2014
85,Bailey,117,2014
86,Felix,117,2014
87,Hamish,116,2014
88,Anthony,115,2014
89,David,115,2014
90,Ryder,112,2014
91,Aaron,111,2014
92,Owen,111,2014
93,Jesse,109,2014
94,Christopher,108,2014
95,John,108,2014
96,Phoenix,105,2014
97,Maxwell,103,2014
98,Nathaniel,101,2014
99,Darcy,100,2014
100,Jonathan,100,2014
1,William,699,2013
2,Oliver,637,2013
3,Jack,588,2013
4,Noah,562,2013
5,James,514,2013
6,Lucas,475,2013
7,Thomas,466,2013
8,Lachlan,463,2013
9,Cooper,455,2013
10,Ethan,453,2013
11,Liam,450,2013
12,Jacob,434,2013
13,Alexander,426,2013
14,Isaac,417,2013
15,Joshua,409,2013
16,Samuel,403,2013
17,Harrison,357,2013
18,Mason,354,2013
19,Benjamin,347,2013
20,Max,337,2013
21,Charlie,335,2013
22,Jayden,322,2013
23,Henry,311,2013
24,Daniel,307,2013
25,Hunter,302,2013
26,Ryan,300,2013
27,Oscar,294,2013
28,Levi,288,2013
29,Xavier,287,2013
30,Harry,278,2013
31,Riley,278,2013
32,Flynn,267,2013
33,Logan,265,2013
34,Sebastian,244,2013
35,Elijah,242,2013
36,Jackson,240,2013
37,Tyler,234,2013
38,Leo,226,2013
39,Archie,213,2013
40,Matthew,211,2013
41,Joseph,210,2013
42,Michael,205,2013
43,Adam,204,2013
44,Aiden,204,2013
45,Zachary,203,2013
46,Jaxon,200,2013
47,Nicholas,200,2013
48,Patrick,198,2013
49,Hudson,196,2013
50,Braxton,195,2013
51,Jake,195,2013
52,Christian,191,2013
53,Edward,189,2013
54,George,183,2013
55,Hugo,178,2013
56,Luke,178,2013
57,Eli,173,2013
58,Ashton,169,2013
59,Chase,168,2013
60,Luca,168,2013
61,Beau,162,2013
62,Nathan,161,2013
63,Blake,160,2013
64,Lincoln,159,2013
65,Dylan,157,2013
66,Kai,155,2013
67,Marcus,155,2013
68,Hayden,154,2013
69,Finn,152,2013
70,Caleb,151,2013
71,Archer,148,2013
72,Nate,142,2013
73,Ali,141,2013
74,Connor,140,2013
75,Toby,139,2013
76,Anthony,137,2013
77,Austin,137,2013
78,Louis,133,2013
79,Muhammad,131,2013
80,Nathaniel,129,2013
81,Charles,128,2013
82,Felix,127,2013
83,Jasper,127,2013
84,Jonathan,127,2013
85,Jordan,127,2013
86,Angus,125,2013
87,Dominic,122,2013
88,Mitchell,121,2013
89,John,115,2013
90,Alex,112,2013
91,Owen,112,2013
92,Aaron,110,2013
93,Bailey,110,2013
94,David,110,2013
95,Ryder,110,2013
96,Darcy,107,2013
97,Gabriel,107,2013
98,Jesse,106,2013
99,Jett,106,2013
100,Christopher,105,2013
1,William,652,2012
2,Lucas,576,2012
3,Noah,574,2012
4,Jack,570,2012
5,Oliver,570,2012
6,Ethan,554,2012
7,Lachlan,524,2012
8,Joshua,522,2012
9,Thomas,519,2012
10,James,498,2012
11,Jacob,471,2012
12,Cooper,462,2012
13,Liam,441,2012
14,Alexander,432,2012
15,Benjamin,428,2012
16,Isaac,387,2012
17,Ryan,378,2012
18,Max,366,2012
19,Samuel,356,2012
20,Daniel,354,2012
21,Charlie,348,2012
22,Jayden,331,2012
23,Mason,324,2012
24,Xavier,322,2012
25,Harrison,309,2012
26,Tyler,295,2012
27,Harry,279,2012
28,Henry,279,2012
29,Riley,278,2012
30,Levi,276,2012
31,Oscar,275,2012
32,Dylan,257,2012
33,Jake,253,2012
34,Nicholas,245,2012
35,Hunter,244,2012
36,Jackson,244,2012
37,Logan,241,2012
38,Michael,228,2012
39,Sebastian,224,2012
40,Matthew,221,2012
41,Beau,219,2012
42,Archie,218,2012
43,Luke,218,2012
44,Braxton,212,2012
45,Aiden,210,2012
46,Blake,209,2012
47,Elijah,206,2012
48,Flynn,205,2012
49,Zachary,204,2012
50,Leo,203,2012
51,Patrick,203,2012
52,Jaxon,196,2012
53,Joseph,193,2012
54,Eli,188,2012
55,Adam,187,2012
56,Hayden,184,2012
57,Christian,180,2012
58,Marcus,177,2012
59,Kai,171,2012
60,Luca,169,2012
61,Angus,165,2012
62,Chase,164,2012
63,George,163,2012
64,Nathan,161,2012
65,Connor,160,2012
66,Edward,158,2012
67,Hugo,157,2012
68,Nate,157,2012
69,Charles,149,2012
70,Jordan,147,2012
71,Toby,147,2012
72,Finn,143,2012
73,Hudson,138,2012
74,Ali,137,2012
75,Anthony,137,2012
76,Lincoln,137,2012
77,Ashton,134,2012
78,Jonathan,133,2012
79,Mitchell,132,2012
80,Andrew,129,2012
81,Cameron,128,2012
82,Christopher,127,2012
83,Owen,125,2012
84,Bailey,124,2012
85,Caleb,124,2012
86,Hamish,124,2012
87,Aidan,123,2012
88,Gabriel,123,2012
89,John,122,2012
90,Alex,121,2012
91,Zac,121,2012
92,Dominic,119,2012
93,Archer,118,2012
94,Jasper,118,2012
95,Jesse,117,2012
96,Austin,114,2012
97,Muhammad,113,2012
98,David,112,2012
99,Callum,111,2012
100,Darcy,110,2012
1,William,650,2011
2,Lucas,605,2011
3,Lachlan,590,2011
4,Ethan,568,2011
5,Jack,559,2011
6,Oliver,555,2011
7,Noah,542,2011
8,Thomas,519,2011
9,Joshua,510,2011
10,Cooper,502,2011
11,James,481,2011
12,Jacob,478,2011
13,Benjamin,474,2011
14,Liam,463,2011
15,Samuel,460,2011
16,Alexander,411,2011
17,Max,393,2011
18,Charlie,389,2011
19,Isaac,369,2011
20,Riley,359,2011
21,Jayden,356,2011
22,Xavier,338,2011
23,Ryan,332,2011
24,Daniel,322,2011
25,Tyler,292,2011
26,Harrison,291,2011
27,Mason,286,2011
28,Jake,272,2011
29,Levi,271,2011
30,Oscar,266,2011
31,Harry,265,2011
32,Logan,262,2011
33,Luke,261,2011
34,Matthew,260,2011
35,Michael,250,2011
36,Nicholas,249,2011
37,Aiden,239,2011
38,Sebastian,232,2011
39,Dylan,224,2011
40,Henry,224,2011
41,Jackson,223,2011
42,Hayden,214,2011
43,Joseph,209,2011
44,Elijah,202,2011
45,Eli,201,2011
46,Blake,199,2011
47,Archie,191,2011
48,Hunter,190,2011
49,Adam,187,2011
50,Beau,184,2011
51,Flynn,182,2011
52,Patrick,179,2011
53,Connor,178,2011
54,Zachary,177,2011
55,Ashton,175,2011
56,Christian,174,2011
57,George,168,2011
58,Finn,165,2011
59,Nathan,159,2011
60,Nate,158,2011
61,Angus,156,2011
62,Toby,155,2011
63,Bailey,153,2011
64,Jordan,153,2011
65,Leo,151,2011
66,Hamish,148,2011
67,Anthony,146,2011
68,Andrew,145,2011
69,Edward,145,2011
70,Marcus,145,2011
71,Ali,144,2011
72,Caleb,144,2011
73,Cameron,139,2011
74,Charles,139,2011
75,Callum,138,2011
76,David,138,2011
77,Zac,138,2011
78,Mitchell,136,2011
79,Luca,135,2011
80,Kai,134,2011
81,Lincoln,128,2011
82,Chase,127,2011
83,Christopher,127,2011
84,John,126,2011
85,Aidan,125,2011
86,Dominic,123,2011
87,Austin,119,2011
88,Jonathan,118,2011
89,Owen,118,2011
90,Alex,116,2011
91,Aaron,115,2011
92,Braxton,114,2011
93,Hugo,114,2011
94,Jaxon,114,2011
95,Ryder,113,2011
96,Jasper,112,2011
97,Gabriel,109,2011
98,Jett,109,2011
99,Jesse,107,2011
100,Koby,106,2011
1,William,726,2010
2,Jack,623,2010
3,Oliver,558,2010
4,Joshua,549,2010
5,Thomas,549,2010
6,Lachlan,546,2010
7,Cooper,536,2010
8,Noah,536,2010
9,Ethan,535,2010
10,Lucas,502,2010
11,James,486,2010
12,Samuel,457,2010
13,Jacob,443,2010
14,Liam,422,2010
15,Alexander,408,2010
16,Benjamin,396,2010
17,Max,385,2010
18,Isaac,383,2010
19,Daniel,374,2010
20,Riley,372,2010
21,Ryan,369,2010
22,Charlie,344,2010
23,Tyler,331,2010
24,Xavier,313,2010
25,Matthew,312,2010
26,Jake,311,2010
27,Jayden,305,2010
28,Harry,303,2010
29,Nicholas,271,2010
30,Levi,270,2010
31,Harrison,262,2010
32,Luke,260,2010
33,Aiden,241,2010
34,Henry,239,2010
35,Adam,237,2010
36,Michael,236,2010
37,Oscar,235,2010
38,Dylan,234,2010
39,Jackson,231,2010
40,Logan,228,2010
41,Blake,207,2010
42,Nathan,204,2010
43,Connor,201,2010
44,Elijah,199,2010
45,Joseph,198,2010
46,Nate,196,2010
47,Bailey,186,2010
48,Archie,181,2010
49,Marcus,174,2010
50,Cameron,173,2010
51,Jordan,172,2010
52,Mason,172,2010
53,Caleb,170,2010
54,Ashton,169,2010
55,Zachary,169,2010
56,Hunter,168,2010
57,Hayden,166,2010
58,Toby,164,2010
59,Aidan,163,2010
60,Hamish,160,2010
61,Angus,159,2010
62,Edward,158,2010
63,Eli,158,2010
64,Sebastian,156,2010
65,Christian,154,2010
66,Andrew,152,2010
67,Anthony,151,2010
68,Beau,151,2010
69,Luca,151,2010
70,Kai,150,2010
71,Patrick,149,2010
72,Alex,143,2010
73,George,141,2010
74,Finn,140,2010
75,Callum,138,2010
76,Jett,137,2010
77,Mitchell,137,2010
78,Zac,136,2010
79,Gabriel,134,2010
80,Jesse,132,2010
81,Declan,129,2010
82,Leo,129,2010
83,Aaron,127,2010
84,Jasper,124,2010
85,David,123,2010
86,Charles,122,2010
87,Hugo,121,2010
88,Jonathan,119,2010
89,Christopher,118,2010
90,Justin,115,2010
91,Chase,113,2010
92,Owen,112,2010
93,Ali,110,2010
94,Darcy,109,2010
95,Lincoln,109,2010
96,Cody,105,2010
97,Sam,103,2010
98,Phoenix,102,2010
99,Tyson,101,2010
100,Joel,100,2010
1,William,742,2009
2,Jack,656,2009
3,Lachlan,609,2009
4,Cooper,598,2009
5,Joshua,582,2009
