Rank,Name,Frequency,Year
87,Maddison,80,2020
91,Gabriella,80,2020
91,Zoey,79,2020
93,Delilah,79,2020
94,Isabel,77,2020
94,Charlie,76,2020
96,Eden,76,2020
97,Adeline,76,2020
97,Maeve,76,2020
97,Chelsea,74,2020
97,Maryam,74,2020
1,Charlotte,504,2019
2,Olivia,483,2019
3,Amelia,467,2019
4,Mia,465,2019
5,Isla,408,2019
6,Ava,392,2019
7,Chloe,353,2019
8,Grace,323,2019
9,Sophia,319,2019
10,Ella,310,2019
11,Isabella,302,2019
12,Zoe,299,2019
13,Willow,295,2019
14,Harper,295,2019
15,Sophie,270,2019
16,Matilda,270,2019
17,Evelyn,263,2019
18,Ruby,259,2019
19,Ivy,258,2019
20,Evie,248,2019
21,Lily,243,2019
22,Sienna,241,2019
23,Emily,238,2019
24,Aria,237,2019
25,Mila,232,2019
26,Audrey,218,2019
27,Abigail,209,2019
28,Georgia,208,2019
29,Lucy,204,2019
30,Zara,198,2019
31,Scarlett,188,2019
32,Eva,186,2019
33,Hannah,183,2019
34,Ellie,181,2019
35,Sofia,179,2019
36,Layla,172,2019
37,Frankie,169,2019
38,Hazel,166,2019
39,Alice,156,2019
40,Emma,155,2019
41,Isabelle,154,2019
42,Luna,149,2019
43,Emilia,149,2019
44,Elsie,142,2019
45,Violet,139,2019
46,Eleanor,138,2019
47,Elizabeth,136,2019
48,Penelope,131,2019
49,Freya,131,2019
50,Florence,129,2019
51,Maya,126,2019
52,Aurora,125,2019
53,Stella,121,2019
54,Mackenzie,120,2019
55,Poppy,116,2019
56,Elena,112,2019
57,Jasmine,111,2019
58,Phoebe,110,2019
59,Billie,110,2019
60,Ariana,109,2019
61,Annabelle,109,2019
62,Daisy,106,2019
63,Claire,105,2019
64,Ayla,105,2019
65,Sarah,103,2019
66,Piper,103,2019
67,Harriet,103,2019
68,Lara,102,2019
69,Bella,101,2019
70,Anna,99,2019
71,Savannah,95,2019
72,Summer,94,2019
73,Rose,94,2019
74,Imogen,94,2019
75,Alyssa,93,2019
76,Olive,91,2019
77,Charlie,91,2019
78,Sadie,90,2019
79,Bonnie,90,2019
80,Aaliyah,90,2019
81,Eloise,87,2019
82,Riley,86,2019
83,Leah,86,2019
84,Victoria,85,2019
85,Valentina,84,2019
86,Maddison,84,2019
87,Lola,84,2019
88,Indiana,83,2019
89,Eden,81,2019
90,Isabel,80,2019
91,Rosie,79,2019
92,Millie,76,2019
93,Clara,76,2019
94,Alexis,76,2019
95,Quinn,74,2019
96,Gabriella,74,2019
97,Peyton,72,2019
98,Madeline,72,2019
99,Heidi,72,2019
100,Chelsea,72,2019
1,Charlotte,530,2018
2,Amelia,488,2018
3,Olivia,474,2018
4,Mia,471,2018
5,Ava,430,2018
6,Isla,372,2018
7,Grace,361,2018
8,Chloe,358,2018
9,Harper,325,2018
10,Emily,317,2018
11,Sophia,308,2018
12,Isabella,300,2018
13,Willow,299,2018
14,Zoe,297,2018
15,Ivy,295,2018
16,Ruby,276,2018
17,Ella,270,2018
18,Evelyn,263,2018
19,Evie,262,2018
20,Sophie,261,2018
21,Matilda,251,2018
22,Aria,246,2018
23,Lily,237,2018
24,Georgia,236,2018
25,Lucy,230,2018
26,Sienna,228,2018
27,Mila,226,2018
28,Audrey,217,2018
29,Hannah,212,2018
30,Scarlett,203,2018
31,Emma,202,2018
32,Zara,201,2018
33,Abigail,187,2018
34,Layla,185,2018
35,Eva,180,2018
36,Isabelle,175,2018
37,Alice,161,2018
38,Emilia,159,2018
39,Violet,155,2018
40,Hazel,154,2018
41,Sofia,154,2018
42,Stella,146,2018
43,Ellie,143,2018
44,Frankie,141,2018
45,Aurora,140,2018
46,Eleanor,140,2018
47,Penelope,138,2018
48,Florence,135,2018
49,Annabelle,134,2018
50,Maya,130,2018
51,Elizabeth,124,2018
52,Rose,123,2018
53,Luna,122,2018
54,Ariana,119,2018
55,Piper,117,2018
56,Freya,116,2018
57,Savannah,116,2018
58,Phoebe,115,2018
59,Ayla,113,2018
60,Daisy,110,2018
61,Poppy,108,2018
62,Sarah,107,2018
63,Eloise,106,2018
64,Jasmine,104,2018
65,Elsie,102,2018
66,Claire,101,2018
67,Victoria,98,2018
68,Elena,97,2018
69,Lara,97,2018
70,Imogen,94,2018
71,Mackenzie,94,2018
72,Maddison,93,2018
73,Aaliyah,91,2018
74,Harriet,90,2018
75,Billie,88,2018
76,Chelsea,88,2018
77,Olive,88,2018
78,Eliza,87,2018
79,Indiana,87,2018
80,Lola,87,2018
81,Thea,87,2018
82,Alyssa,84,2018
83,Summer,84,2018
84,Clara,83,2018
85,Eden,82,2018
86,Anna,81,2018
87,Bella,81,2018
88,Madeleine,80,2018
89,Madison,79,2018
90,Adeline,77,2018
91,Maryam,77,2018
92,Addison,76,2018
93,Gabriella,76,2018
94,Alexis,75,2018
95,Charlie,74,2018
96,Hayley,73,2018
97,Bonnie,71,2018
98,Harlow,71,2018
99,Kiara,71,2018
100,Quinn,70,2018
1,Charlotte,577,2017
2,Olivia,550,2017
3,Ava,464,2017
4,Amelia,442,2017
5,Mia,418,2017
6,Isla,392,2017
7,Chloe,378,2017
8,Grace,353,2017
9,Ella,351,2017
10,Zoe,339,2017
11,Isabella,334,2017
12,Harper,308,2017
13,Sophie,299,2017
14,Emily,293,2017
15,Sophia,288,2017
16,Ruby,287,2017
17,Evelyn,284,2017
18,Ivy,282,2017
19,Evie,280,2017
20,Sienna,273,2017
21,Willow,272,2017
22,Lily,258,2017
23,Aria,248,2017
24,Emma,248,2017
25,Matilda,238,2017
26,Georgia,229,2017
27,Audrey,224,2017
28,Hannah,213,2017
29,Isabelle,207,2017
30,Zara,207,2017
31,Mila,203,2017
32,Scarlett,203,2017
33,Eva,198,2017
34,Lucy,198,2017
35,Abigail,194,2017
36,Layla,185,2017
37,Alice,160,2017
38,Sofia,157,2017
39,Annabelle,150,2017
40,Maya,142,2017
41,Violet,141,2017
42,Phoebe,132,2017
43,Elizabeth,131,2017
44,Ellie,131,2017
45,Stella,127,2017
46,Sarah,120,2017
47,Aurora,119,2017
48,Anna,118,2017
49,Claire,118,2017
50,Piper,118,2017
51,Savannah,118,2017
52,Hazel,117,2017
53,Jasmine,116,2017
54,Mackenzie,114,2017
55,Penelope,114,2017
56,Emilia,112,2017
57,Poppy,112,2017
58,Florence,108,2017
59,Chelsea,107,2017
60,Eleanor,107,2017
61,Summer,106,2017
62,Frankie,105,2017
63,Imogen,105,2017
64,Harriet,104,2017
65,Aaliyah,101,2017
66,Alexis,101,2017
67,Elsie,101,2017
68,Maddison,101,2017
69,Ariana,100,2017
70,Eloise,100,2017
71,Luna,100,2017
72,Lara,98,2017
73,Bella,96,2017
74,Daisy,95,2017
75,Rose,95,2017
76,Indiana,93,2017
77,Lola,92,2017
78,Addison,91,2017
79,Madeleine,91,2017
80,Bonnie,90,2017
81,Elena,89,2017
82,Madison,88,2017
83,Ayla,87,2017
84,Eden,87,2017
85,Maryam,86,2017
86,Lillian,83,2017
87,Olive,83,2017
88,Billie,81,2017
89,Lilly,81,2017
90,Freya,79,2017
91,Alyssa,78,2017
92,Eliza,77,2017
93,Isabel,77,2017
94,Zahra,77,2017
95,Victoria,76,2017
96,Jessica,75,2017
97,Harlow,74,2017
98,Millie,73,2017
99,Mariam,72,2017
100,Eliana,71,2017
1,Olivia,652,2016
2,Charlotte,589,2016
3,Amelia,497,2016
4,Ava,482,2016
5,Mia,454,2016
6,Chloe,440,2016
7,Emily,397,2016
8,Grace,361,2016
9,Isla,360,2016
10,Ruby,353,2016
11,Isabella,345,2016
12,Zoe,341,2016
13,Sophia,337,2016
14,Evie,332,2016
15,Ivy,330,2016
16,Sophie,325,2016
17,Ella,322,2016
18,Evelyn,309,2016
19,Harper,293,2016
20,Sienna,288,2016
21,Matilda,281,2016
22,Scarlett,281,2016
23,Zara,262,2016
24,Lily,257,2016
25,Georgia,253,2016
26,Eva,239,2016
27,Emma,233,2016
28,Hannah,230,2016
29,Lucy,220,2016
30,Layla,217,2016
31,Willow,213,2016
32,Abigail,210,2016
33,Aria,207,2016
34,Audrey,200,2016
35,Isabelle,200,2016
36,Annabelle,172,2016
37,Sofia,169,2016
38,Alice,168,2016
39,Mila,166,2016
40,Ellie,158,2016
41,Stella,156,2016
42,Jasmine,149,2016
43,Savannah,148,2016
44,Violet,146,2016
45,Maddison,144,2016
46,Eleanor,135,2016
47,Elizabeth,135,2016
48,Emilia,133,2016
49,Imogen,133,2016
50,Maya,131,2016
51,Piper,128,2016
52,Penelope,124,2016
53,Mackenzie,122,2016
54,Rose,118,2016
55,Sarah,118,2016
56,Anna,117,2016
57,Ariana,117,2016
58,Phoebe,117,2016
59,Frankie,116,2016
60,Poppy,116,2016
61,Claire,114,2016
62,Alexis,113,2016
63,Bella,112,2016
64,Chelsea,108,2016
65,Hazel,108,2016
66,Madeleine,107,2016
67,Indiana,104,2016
68,Addison,101,2016
69,Madison,101,2016
70,Elsie,100,2016
71,Lara,100,2016
72,Jessica,98,2016
73,Aaliyah,96,2016
74,Summer,96,2016
75,Alyssa,95,2016
76,Billie,95,2016
77,Eloise,95,2016
78,Eden,93,2016
79,Aisha,92,2016
80,Aurora,92,2016
81,Harriet,92,2016
82,Florence,89,2016
83,Victoria,89,2016
84,Daisy,88,2016
85,Lola,85,2016
86,Madeline,83,2016
87,Ayla,81,2016
88,Isabel,81,2016
89,Hayley,80,2016
90,Heidi,80,2016
91,Thea,79,2016
92,Olive,78,2016
93,Paige,78,2016
94,Bonnie,77,2016
95,Lilly,76,2016
96,Molly,76,2016
97,Josephine,75,2016
98,Eve,73,2016
99,Freya,73,2016
100,Amelie,72,2016
1,Charlotte,630,2015
2,Olivia,603,2015
3,Mia,516,2015
4,Amelia,475,2015
5,Ava,474,2015
6,Chloe,466,2015
7,Emily,427,2015
8,Zoe,368,2015
9,Grace,365,2015
10,Sophia,363,2015
11,Isabella,347,2015
12,Sophie,339,2015
13,Ruby,331,2015
14,Isla,323,2015
15,Ella,322,2015
16,Ivy,322,2015
17,Evie,319,2015
18,Sienna,297,2015
19,Harper,282,2015
20,Matilda,281,2015
21,Scarlett,277,2015
22,Evelyn,266,2015
23,Lily,254,2015
24,Emma,244,2015
25,Georgia,244,2015
26,Eva,240,2015
27,Lucy,229,2015
28,Hannah,225,2015
29,Zara,224,2015
30,Isabelle,216,2015
31,Willow,212,2015
32,Audrey,199,2015
33,Abigail,198,2015
34,Aria,195,2015
35,Sofia,180,2015
36,Layla,178,2015
37,Annabelle,176,2015
38,Violet,166,2015
39,Mila,161,2015
40,Imogen,154,2015
41,Sarah,153,2015
42,Piper,151,2015
43,Stella,149,2015
44,Savannah,140,2015
45,Ellie,132,2015
46,Maddison,131,2015
47,Alice,130,2015
48,Elizabeth,130,2015
49,Jessica,130,2015
50,Ariana,129,2015
51,Mackenzie,127,2015
52,Jasmine,124,2015
53,Victoria,122,2015
54,Alexis,121,2015
55,Maya,120,2015
56,Claire,118,2015
57,Madison,118,2015
58,Phoebe,118,2015
59,Chelsea,115,2015
60,Eleanor,115,2015
61,Alyssa,112,2015
62,Summer,110,2015
63,Indiana,109,2015
64,Eden,107,2015
65,Anna,105,2015
66,Hazel,103,2015
67,Lara,103,2015
68,Addison,102,2015
69,Isabel,98,2015
70,Madeleine,97,2015
71,Penelope,96,2015
72,Elsie,95,2015
73,Frankie,95,2015
74,Poppy,95,2015
75,Bella,94,2015
76,Eloise,94,2015
77,Lilly,94,2015
78,Molly,92,2015
79,Aisha,91,2015
80,Aurora,91,2015
81,Emilia,91,2015
82,Rose,90,2015
83,Ayla,89,2015
84,Harriet,86,2015
85,Leah,86,2015
86,Lola,86,2015
87,Aaliyah,85,2015
88,Daisy,83,2015
89,Alexandra,82,2015
90,Eliza,82,2015
91,Olive,81,2015
92,Lillian,80,2015
93,Maryam,80,2015
94,Eve,79,2015
95,Paige,77,2015
96,Billie,76,2015
97,Charlie,76,2015
98,Holly,76,2015
99,Gabriella,75,2015
100,Mariam,75,2015
1,Olivia,639,2014
2,Mia,539,2014
3,Charlotte,524,2014
4,Amelia,498,2014
5,Ava,495,2014
6,Emily,443,2014
7,Chloe,431,2014
8,Ruby,423,2014
9,Isabella,406,2014
10,Sophie,397,2014
11,Grace,382,2014
12,Ella,376,2014
13,Isla,341,2014
14,Sophia,340,2014
15,Sienna,322,2014
16,Zoe,319,2014
17,Ivy,314,2014
18,Evie,300,2014
19,Scarlett,290,2014
20,Emma,285,2014
21,Lily,284,2014
22,Matilda,267,2014
23,Hannah,255,2014
24,Harper,251,2014
25,Zara,240,2014
26,Georgia,228,2014
27,Lucy,223,2014
28,Layla,216,2014
29,Annabelle,211,2014
30,Abigail,208,2014
31,Evelyn,203,2014
32,Eva,199,2014
33,Isabelle,195,2014
34,Jasmine,195,2014
35,Willow,191,2014
36,Maddison,171,2014
37,Audrey,170,2014
38,Sofia,170,2014
39,Imogen,164,2014
40,Jessica,164,2014
41,Mila,162,2014
42,Aria,160,2014
43,Maya,159,2014
44,Sarah,155,2014
45,Savannah,154,2014
46,Alexis,152,2014
47,Stella,146,2014
48,Alice,145,2014
49,Violet,143,2014
50,Elizabeth,135,2014
51,Ellie,134,2014
52,Poppy,134,2014
53,Chelsea,125,2014
54,Mackenzie,123,2014
55,Summer,123,2014
56,Bella,121,2014
57,Claire,120,2014
58,Madison,120,2014
59,Anna,119,2014
60,Victoria,118,2014
61,Phoebe,116,2014
62,Piper,108,2014
63,Addison,107,2014
64,Eloise,107,2014
65,Indiana,107,2014
66,Lola,107,2014
67,Holly,106,2014
68,Lilly,105,2014
69,Aaliyah,104,2014
70,Alyssa,103,2014
71,Lara,103,2014
72,Ariana,99,2014
73,Eden,99,2014
74,Madeleine,99,2014
75,Rose,99,2014
76,Paige,94,2014
77,Isabel,91,2014
78,Lillian,88,2014
79,Alexandra,87,2014
80,Hayley,86,2014
81,Eleanor,82,2014
82,Elise,82,2014
83,Emilia,82,2014
84,Lexi,78,2014
85,Madeline,78,2014
86,Molly,78,2014
87,Penelope,78,2014
88,Eliza,77,2014
89,Olive,77,2014
90,Hazel,75,2014
91,Amelie,74,2014
92,Elsie,74,2014
93,Natalie,74,2014
94,Charlie,72,2014
95,Harriet,72,2014
96,Jade,72,2014
97,Ayla,69,2014
98,Bonnie,68,2014
99,Aisha,67,2014
100,Aurora,67,2014
1,Charlotte,615,2013
2,Olivia,558,2013
3,Amelia,547,2013
4,Chloe,524,2013
5,Mia,518,2013
6,Emily,503,2013
7,Isabella,485,2013
8,Ava,480,2013
9,Sophie,454,2013
10,Ruby,410,2013
11,Sophia,404,2013
12,Grace,374,2013
13,Sienna,373,2013
14,Ella,372,2013
15,Zoe,312,2013
16,Ivy,307,2013
17,Lily,305,2013
18,Matilda,297,2013
19,Isla,295,2013
20,Emma,286,2013
21,Evie,248,2013
22,Hannah,248,2013
23,Scarlett,238,2013
24,Lucy,235,2013
25,Harper,234,2013
26,Eva,226,2013
27,Abigail,217,2013
28,Zara,216,2013
29,Layla,209,2013
30,Isabelle,196,2013
31,Georgia,194,2013
32,Sofia,194,2013
33,Imogen,181,2013
34,Annabelle,180,2013
35,Willow,180,2013
36,Sarah,178,2013
37,Savannah,177,2013
38,Maddison,172,2013
39,Jasmine,171,2013
40,Jessica,165,2013
41,Audrey,158,2013
42,Madison,150,2013
43,Elizabeth,147,2013
44,Evelyn,144,2013
45,Stella,143,2013
46,Alexis,139,2013
47,Chelsea,137,2013
48,Mackenzie,136,2013
49,Alice,132,2013
50,Ellie,132,2013
51,Mila,126,2013
52,Bella,124,2013
53,Lara,124,2013
54,Summer,123,2013
55,Victoria,122,2013
56,Poppy,119,2013
57,Addison,118,2013
58,Violet,117,2013
59,Lilly,115,2013
60,Claire,112,2013
61,Phoebe,110,2013
62,Anna,108,2013
63,Maya,107,2013
64,Alyssa,106,2013
65,Lola,106,2013
66,Madeleine,104,2013
67,Indiana,103,2013
68,Alexandra,102,2013
69,Aria,102,2013
70,Eliza,102,2013
71,Aaliyah,101,2013
72,Eloise,101,2013
73,Holly,101,2013
74,Eden,100,2013
75,Piper,96,2013
76,Molly,95,2013
77,Rose,94,2013
78,Caitlin,90,2013
79,Elsie,88,2013
80,Isabel,88,2013
81,Penelope,85,2013
82,Mikayla,83,2013
83,Paige,83,2013
84,Samantha,83,2013
85,Hayley,82,2013
86,Amelie,80,2013
87,Lillian,78,2013
88,Olive,76,2013
89,Ariana,74,2013
90,Emilia,74,2013
91,Skye,74,2013
92,Ayla,72,2013
93,Gabriella,72,2013
94,Daisy,70,2013
95,Eve,70,2013
96,Harriet,70,2013
97,Leah,70,2013
98,Lexi,70,2013
99,Jade,69,2013
100,Josephine,69,2013
1,Charlotte,567,2012
2,Ruby,549,2012
3,Emily,547,2012
4,Olivia,544,2012
5,Chloe,536,2012
6,Mia,519,2012
7,Amelia,517,2012
8,Sophie,503,2012
9,Isabella,497,2012
10,Ava,465,2012
11,Sienna,425,2012
12,Grace,421,2012
13,Sophia,415,2012
14,Ella,397,2012
15,Lily,368,2012
16,Zoe,339,2012
17,Emma,324,2012
18,Matilda,271,2012
19,Hannah,269,2012
20,Lucy,254,2012
21,Isla,239,2012
22,Ivy,238,2012
23,Scarlett,235,2012
24,Jessica,225,2012
25,Evie,211,2012
26,Eva,208,2012
27,Zara,208,2012
28,Georgia,204,2012
29,Layla,202,2012
30,Abigail,195,2012
31,Jasmine,195,2012
32,Isabelle,194,2012
33,Sarah,193,2012
34,Chelsea,181,2012
35,Sofia,180,2012
36,Audrey,176,2012
37,Harper,164,2012
38,Alexis,162,2012
39,Annabelle,160,2012
40,Elizabeth,160,2012
41,Savannah,158,2012
42,Madison,156,2012
43,Maddison,153,2012
44,Willow,153,2012
45,Summer,146,2012
46,Claire,145,2012
47,Lilly,143,2012
48,Alice,141,2012
49,Bella,140,2012
50,Maya,137,2012
51,Hayley,135,2012
52,Holly,132,2012
53,Stella,132,2012
54,Rose,126,2012
55,Addison,125,2012
56,Alyssa,125,2012
57,Imogen,124,2012
58,Mila,124,2012
59,Phoebe,123,2012
60,Mackenzie,122,2012
61,Molly,120,2012
62,Piper,116,2012
63,Lara,115,2012
64,Violet,113,2012
65,Aaliyah,111,2012
66,Evelyn,111,2012
67,Madeleine,107,2012
68,Ellie,106,2012
69,Victoria,104,2012
70,Gabriella,103,2012
71,Anna,100,2012
72,Indiana,99,2012
73,Eliza,98,2012
74,Poppy,98,2012
75,Eden,96,2012
76,Mikayla,96,2012
77,Tahlia,94,2012
78,Leah,92,2012
79,Eloise,91,2012
80,Isabel,91,2012
81,Paige,90,2012
82,Amelie,89,2012
83,Kayla,89,2012
84,Eve,88,2012
85,Alexandra,85,2012
86,Aria,85,2012
87,Lola,84,2012
88,Heidi,83,2012
89,Jade,83,2012
90,Amy,81,2012
91,Samantha,81,2012
92,Caitlin,78,2012
93,Angelina,77,2012
94,Charlie,77,2012
95,Mariam,77,2012
96,Elise,76,2012
97,Lauren,75,2012
98,Milla,75,2012
99,Skye,72,2012
100,Annabel,71,2012
1,Chloe,613,2011
2,Ruby,589,2011
3,Isabella,560,2011
4,Olivia,559,2011
5,Mia,531,2011
6,Sophie,519,2011
7,Charlotte,518,2011
8,Amelia,489,2011
9,Sienna,488,2011
10,Emily,473,2011
11,Ava,472,2011
12,Ella,457,2011
13,Grace,408,2011
14,Lily,395,2011
15,Sophia,369,2011
16,Zoe,332,2011
17,Emma,267,2011
18,Matilda,259,2011
19,Hannah,252,2011
20,Jessica,245,2011
21,Eva,239,2011
22,Isla,229,2011
23,Georgia,227,2011
24,Lucy,225,2011
25,Scarlett,224,2011
26,Zara,224,2011
27,Abigail,214,2011
28,Evie,204,2011
29,Isabelle,197,2011
30,Jasmine,196,2011
31,Sarah,190,2011
32,Sofia,187,2011
33,Ivy,186,2011
34,Maddison,178,2011
35,Layla,174,2011
36,Alexis,171,2011
37,Chelsea,171,2011
38,Madison,168,2011
39,Maya,165,2011
40,Lilly,164,2011
41,Summer,163,2011
42,Holly,161,2011
43,Savannah,157,2011
44,Elizabeth,153,2011
45,Imogen,148,2011
46,Annabelle,144,2011
47,Lara,140,2011
48,Hayley,137,2011
49,Alice,133,2011
50,Addison,132,2011
51,Audrey,130,2011
52,Bella,129,2011
53,Molly,127,2011
54,Stella,124,2011
55,Alyssa,121,2011
56,Willow,121,2011
57,Harper,118,2011
58,Natalie,116,2011
59,Ellie,115,2011
60,Anna,110,2011
61,Phoebe,110,2011
62,Lillian,108,2011
63,Claire,106,2011
64,Gabriella,104,2011
65,Paige,104,2011
66,Mikayla,102,2011
67,Rose,102,2011
68,Jade,100,2011
69,Evelyn,99,2011
70,Violet,99,2011
71,Madeleine,97,2011
72,Samantha,97,2011
73,Mila,96,2011
74,Victoria,95,2011
75,Piper,93,2011
76,Poppy,93,2011
77,Eliza,92,2011
78,Indiana,91,2011
79,Mackenzie,91,2011
80,Aaliyah,87,2011
81,Erin,86,2011
82,Leah,86,2011
83,Caitlin,85,2011
84,Milla,85,2011
85,Tahlia,85,2011
86,Amelie,84,2011
87,Lola,82,2011
88,Charli,81,2011
89,Angelina,80,2011
90,Ashley,80,2011
91,Alana,79,2011
92,Alexandra,79,2011
93,Eden,79,2011
94,Isabel,79,2011
95,Kayla,79,2011
96,Eloise,78,2011
97,Charlie,77,2011
98,Eve,77,2011
99,Madeline,77,2011
100,Amber,76,2011
1,Isabella,609,2010
2,Chloe,604,2010
3,Ruby,600,2010
4,Olivia,586,2010
5,Charlotte,550,2010
6,Mia,523,2010
7,Lily,485,2010
8,Emily,480,2010
9,Amelia,473,2010
10,Sienna,473,2010
11,Sophie,472,2010
12,Ella,461,2010
13,Grace,440,2010
14,Ava,426,2010
15,Zoe,322,2010
16,Emma,296,2010
17,Sophia,296,2010
18,Matilda,290,2010
19,Hannah,279,2010
20,Jessica,262,2010
21,Lucy,248,2010
22,Georgia,228,2010
23,Sarah,226,2010
24,Abigail,220,2010
25,Zara,217,2010
26,Eva,214,2010
27,Jasmine,212,2010
28,Scarlett,210,2010
29,Chelsea,196,2010
30,Ivy,187,2010
31,Evie,182,2010
32,Isla,182,2010
33,Maddison,180,2010
34,Isabelle,179,2010
35,Lilly,176,2010
36,Layla,172,2010
37,Annabelle,169,2010
38,Summer,168,2010
39,Alexis,162,2010
40,Elizabeth,158,2010
41,Holly,156,2010
42,Lara,148,2010
43,Madison,147,2010
44,Bella,144,2010
45,Alyssa,143,2010
46,Maya,143,2010
47,Tahlia,140,2010
48,Claire,137,2010
49,Hayley,134,2010
50,Imogen,130,2010
51,Jade,129,2010
52,Sofia,126,2010
53,Ellie,122,2010
54,Addison,121,2010
55,Molly,119,2010
56,Phoebe,115,2010
57,Savannah,113,2010
58,Alice,112,2010
59,Kayla,110,2010
60,Gabriella,109,2010
61,Mikayla,106,2010
62,Abbey,101,2010
63,Alexandra,101,2010
64,Willow,100,2010
65,Amy,99,2010
66,Eliza,99,2010
67,Samantha,97,2010
68,Stella,97,2010
69,Amelie,96,2010
70,Isabel,96,2010
71,Poppy,96,2010
72,Heidi,93,2010
73,Stephanie,93,2010
74,Paige,92,2010
75,Caitlin,91,2010
76,Piper,91,2010
77,Rose,91,2010
78,Victoria,91,2010
79,Audrey,90,2010
80,Gemma,90,2010
81,Claudia,89,2010
82,Anna,88,2010
83,Amber,86,2010
84,Madeline,86,2010
